round,move_number,player,player_hand,candidate,selected_action,weight,breakdown
1,2,AI-1,[4G|10G|7O|8O|5R|9R|4Y|6O|10B|6Y|9Y|10O|6G|3Y|J|Q|K],BOMB[Q|K],false,-240,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,2,AI-1,[4G|10G|7O|8O|5R|9R|4Y|6O|10B|6Y|9Y|10O|6G|3Y|J|Q|K],BOMB[J|Q|K],false,-240,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,2,AI-1,[4G|10G|7O|8O|5R|9R|4Y|6O|10B|6Y|9Y|10O|6G|3Y|J|Q|K],BOMB[J|Q],false,-279,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=-39, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,2,AI-1,[4G|10G|7O|8O|5R|9R|4Y|6O|10B|6Y|9Y|10O|6G|3Y|J|Q|K],BOMB[J|K],false,-279,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=-39, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,3,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],Pass,true,0,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,3,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],BOMB[3G|5Y|7R|9B],false,-240,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,3,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],BOMB[Q|K],false,-240,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,3,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],BOMB[J|Q|K],false,-240,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,3,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],BOMB[J|Q],false,-279,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=-39, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,3,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],BOMB[J|K],false,-279,"PenalizeBombContinuationWeightStrategy=-240, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=-39, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=0, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,4,biobfdbiobfd,[8R|5O|4R|3O|7B|4O|6B|7G|3B|5B|J|Q|K],Pass,true,,
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SINGLE[3Y],true,117,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=18, PreferShorterTricksWhenHandIsLargeWeightStrategy=15, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=0, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=84"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SINGLE[5R],false,110,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=11, PreferShorterTricksWhenHandIsLargeWeightStrategy=15, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=0, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=84"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],PAIR[4G|4Y],false,87,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=14, PreferShorterTricksWhenHandIsLargeWeightStrategy=14, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=0, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=59, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],PAIR[3Y|Q[3Y]],false,60,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=18, PreferShorterTricksWhenHandIsLargeWeightStrategy=14, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-46, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=74, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],PAIR[4G|Q[4G]],false,41,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=14, PreferShorterTricksWhenHandIsLargeWeightStrategy=14, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-46, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=59, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],PAIR[4Y|Q[4Y]],false,41,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=14, PreferShorterTricksWhenHandIsLargeWeightStrategy=14, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-46, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=59, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],PAIR[5R|Q[5R]],false,38,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=11, PreferShorterTricksWhenHandIsLargeWeightStrategy=14, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-46, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=59, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],TRIPLE[6G|6Y|6O],false,20,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=7, PreferShorterTricksWhenHandIsLargeWeightStrategy=13, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=0, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SINGLE[7O],false,19,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=4, PreferShorterTricksWhenHandIsLargeWeightStrategy=15, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=0, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SEQ3[6O|7O|8O],false,17,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=4, PreferShorterTricksWhenHandIsLargeWeightStrategy=13, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=0, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],PAIR[3Y|K[3Y]],false,15,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=18, PreferShorterTricksWhenHandIsLargeWeightStrategy=14, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-91, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=74, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SEQ3[Q[2Y]|3Y|4Y],false,15,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=18, PreferShorterTricksWhenHandIsLargeWeightStrategy=13, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-31, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=15, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SINGLE[8O],false,11,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=-4, PreferShorterTricksWhenHandIsLargeWeightStrategy=15, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=0, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],TRIPLE[4G|4Y|Q[4Y]],false,11,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=14, PreferShorterTricksWhenHandIsLargeWeightStrategy=13, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-31, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=15, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SEQ3[3Y|4Y|Q[5Y]],false,11,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=14, PreferShorterTricksWhenHandIsLargeWeightStrategy=13, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-31, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=15, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SEQ3[4G|Q[5G]|6G],false,8,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=11, PreferShorterTricksWhenHandIsLargeWeightStrategy=13, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-31, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=15, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SEQ3[4Y|Q[5Y]|6Y],false,8,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=11, PreferShorterTricksWhenHandIsLargeWeightStrategy=13, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-31, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=15, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],PAIR[9R|9Y],false,7,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=-7, PreferShorterTricksWhenHandIsLargeWeightStrategy=14, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=0, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],PAIRSEQ2[Q[3G]|3Y|4G|4Y],false,5,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=18, PreferShorterTricksWhenHandIsLargeWeightStrategy=11, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-24, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,5,AI-1,[4G|7O|8O|5R|9R|4Y|6O|6Y|9Y|6G|3Y|Q|K],SEQ4[3Y|4Y|Q[5Y]|6Y],false,-2,"PreferTricksThatAreMostLikelyNonBreakableWeightStrategy=0, PreferLowerTricksWhenHandIsLargeWeightStrategy=11, PreferShorterTricksWhenHandIsLargeWeightStrategy=11, PenalizeBombOpeningWeightStrategy=0, PenalizeWildCardsInOpeningWeightStrategy=-24, PenalizeOpeningWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferTricksWithMoreContinuationsWeightStrategy=0, PreferSinglesNotBreakingNonWildCombinationsWeightStrategy=0"
1,6,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],SINGLE[4B],true,58,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=58, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,6,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],SINGLE[5G],false,47,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=47, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,6,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],SINGLE[5Y],false,47,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=47, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,6,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],SINGLE[7R],false,41,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=41, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,6,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],SINGLE[8B],false,23,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=23, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,6,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],SINGLE[8G],false,23,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=23, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,6,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],SINGLE[8Y],false,23,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=23, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
1,6,AI-2,[10Y|8Y|8B|2B|9G|3G|5G|9B|3R|7R|4B|5Y|10R|8G|J|Q|K],SINGLE[9B],false,12,"PenalizeBombContinuationWeightStrategy=0, PenalizeWildCardsInContinuationWeightStrategy=0, PenalizeContinuationWhenHigherRelatedCombinationExistsWeightStrategy=0, PreferUsingWildAsHigherCardInContinuationWeightStrategy=0, PreferLowerValueContinuationWeightStrategy=0, PreferContinuationsWithFollowUpWeightStrategy=12, PreferNotPassingWhenHoldingPlayableBombInEndgameWeightStrategy=0"
